Motif Name,Motif ID,Motif Image,is variation,Type?,Has Page,reference link,motif color,variation letter,Song Name,Song ID,Song File,Embed Type,Embed Link,Song Color,Song ID,Motif ID,Start Time,End Time,Definition,Variation,Variation Letter,Song ID,Motif Id,Start Time,End Time,Lyrics,Song ID,Motif Id,Start Time,End Time
,,,,,,,,,Distinct Recollections of Russian Nesting Dolls in a Moving Car,RUSSIAN_NESTING_DOLLS,../music/aod/distinct-recollections-of-russian-nesting-dolls-in-a-moving-car.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,on fire,ON_FIRE,../music/bc/on-fire-from-fourth-strike-song-jam-2021.html,youtube,3jEguPLpKDA,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,breakup!,BREAKUP,../music/bc/breakup.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,winter,WINTER,../music/bc/winter.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,brush,BRUSH,../music/bc/brush.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,feather,FEATHER,../music/bc/feather.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,"this project file is called ""depression shit i guess""",DEPRESSION_SHIT,../music/bc/this-project-file-is-called-depression-shit-i-guess.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,that aint how it has to be,THAT_AINT_HOW_IT_HAS_TO_BE,../music/bc/that-aint-how-it-has-to-be.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,by the seashore,BY_THE_SEASHORE,../music/bc/by-the-seashore.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,between the day and night (ally beta),BETWEEN_THE_DAY_AND_NIGHT,../music/bc/between-the-day-and-night-ally-beta.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,asemic speech (demo),ASEMIC_SPEECH_DEMO,../music/bc/asemic-speech-demo.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,bittersweet (demo),BITTERSWEET_DEMO,../music/bc/bittersweet-demo.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,where hearts thaw,WHERE_HEARTS_THAW,../music/bc/where-hearts-thaw.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,the patterns of clouds,THE_PATTERNS_OF_CLOUDS,../music/bc/the-patterns-of-clouds.html,youtube,5xUC1pmaHxA,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,eScape (ffxiv cover),ESCAPE_FFXIV_COVER,../music/bc/escape-ffxiv-cover.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,spaceman (the killers cover),SPACEMAN,../music/bc/spaceman-the-killers-cover.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,patchwork eden (sasakure.uk cover),PATCHWORK_EDEN,../music/bc/patchwork-eden-sasakure-uk-cover.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,vessel of stars ~ casket of star,VESSEL_OF_STARS_CASKET_OF_STAR,../music/bc/vessel-of-stars-casket-of-star.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,grimoire of alice x locked girl,GRIMOIRE_OF_ALICE_X_LOCKED_GIRL,../music/bc/grimoire-of-alice-x-locked-girl.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,grand restore (2021 version),GRAND_RESTORE_2021,../music/bc/grand-restore-2021-version.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,Moe Shop - love taste (jamie paige rmx),LOVE_TASTE_2021,../music/bc/moe-shop-love-taste-jamie-paige-rmx.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,song for jijo (2021 version),SONG_FOR_JIJO_2021,../music/bc/song-for-jijo-2021-version.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,SWAG PT. 3: IT'S 2014 AGAIN,SWAG_PT_3_ITS_2014_AGAIN,../music/bc/swag-pt-3-its-2014-again.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,Funtown USA (tv room cover),FUNTOWN_USA,../music/jpjp3/funtown-usa.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,paisley pudge is in her airship rapidly approaching your location you have six seconds left to live,PAISLEY_PUDGE_AIRSHIP,../music/jpjp3/paisley-pudge-airship.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,shrimp miku yelling at me,SHRIMP_MIKU_YELLING_AT_ME,../music/jpjp4/shrimp-miku-yelling-at-me.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,Pitter Patter (jamie p remix),PITTER_PATTER,../music/jpjp4/vane-ft-enid-and-hatsune-miku-pitter-patter-jamie-p-remix.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,Get Down (b4-4 cover i guess),GET_DOWN,../music/jpjp4/get-down-b4-4-cover-i-guess.html,youtube,,FFFFFF,,,,,FALSE,FALSE,,,,,,,,,,
,,,,,,,,,ODDEEO - This_feeling_is_a_cliche... (jamie p edit),THIS_FEELING_IS_A_CLICHE,../music/jpjp4/oddeeo-this-feeling-is-a-cliche-jamie-p-edit.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Poinsettia (demo),POINSETTIA_DEMO,../music/jpjp5/poinsettia-demo.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,People Posture Play Pretend (arcane),PEOPLE_POSTURE_PLAY_PRETEND_ARCANE,../music/jpjp5/people-posture-play-pretend-arcane.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Lineage of Legless Lizards (demo),LINEAGE_OF_LEGLESS_LIZARDS_DEMO,../music/jpjp5/lineage-of-legless-lizards-demo.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,March of the Quail-Doves,MARCH_OF_THE_QUAIL_DOVES,../music/jpjp5/march-of-the-quail-doves.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Standing Up (demo),STANDING_UP_DEMO,../music/jpjp5/standing-up-demo.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Machine Love ('lo-fi hip hop beat to daemon/doll to' version),MACHINE_LOVE_LO_FI_HIP_HOP,../music/jpjp5/machine-love-lo-fi-hip-hop-beat-to-daemon-doll-to-version.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Alabaster (demo),ALABASTER_DEMO,../music/jpjp5/alabaster-demo.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Light Mode Lover (demo),LIGHT_MODE_LOVER_DEMO,../music/jpjp5/light-mode-lover-demo.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,frimomen penis blast,FRIMOMEN_PENIS_BLAST,../music/jpjp5/frimomen-penis-blast.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,"""so what am i supposed to do with track 10?""",SO_WHAT_AM_I_SUPPOSED_TO_DO_WITH_TRACK_10,../music/jpjp6/so-what-am-i-supposed-to-do-with-track-10.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Magnasanti [idea 1],MAGNASANTI_IDEA_1,../music/jpjp6/magnasanti-idea-1.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Magnasanti (but different) [idea 1.5],MAGNASANTI_BUT_DIFFERENT_IDEA_1_5,../music/jpjp6/magnasanti-but-different-idea-1-5.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,All I Want To Do [idea 2],ALL_I_WANT_TO_DO_IDEA_2,../music/jpjp6/all-i-want-to-do-idea-2.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,All I Want To Do (Gust) [idea 3],ALL_I_WANT_TO_DO_GUST_IDEA_3,../music/jpjp6/all-i-want-to-do-gust-idea-3.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Manifesto [idea 4],MANIFESTO_IDEA_4,../music/jpjp6/manifesto-idea-4.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,International (sweet trip cover),INTERNATIONAL,../music/jpjp6/international-sweet-trip-cover.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Virtue,VIRTUE,../music/singles/virtue.html,youtube,am4p_K-O0uc,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Encore,ENCORE,../music/singles/encore.html,youtube,1pq8Rruof7E,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,:women_wrestling:,WOMEN_WRESTLING,../music/singles/women-wrestling.html,youtube,AMEmL5x9MXE,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,エビチャーハン!,EBI,../music/singles/ebi.html,youtube,s742C0v5SFI,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Hope Café,HOPE_CAFE,../music/singles/hope-cafe.html,youtube,5QKi11_Y6Vc,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,FIRE!!!,FIRE,../music/singles/fire.html,youtube,yZkPe7TEuyk,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,SQUARE UP,SQUARE_UP,../music/singles/square-up.html,youtube,0ZVFAkdRMRY,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Love Taste,LOVE_TASTE,../music/collabs/love-taste.html,youtube,sWbD5q769Ms,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Matryoshka (Club Mix),MATRYOSHKA_CLUB_MIX,../music/collabs/matryoshka-club-mix.html,youtube,UqLBxAn6XP4,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Ghostride My Bad Emotions,GHOSTRIDE_MY_BAD_EMOTIONS,../music/collabs/ghostride-my-bad-emotions.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Annihilation Waltz,ANNIHILATION_WALTZ,../music/collabs/annihilation-waltz.html,youtube,TiQXhgBHdB0,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Ride,RIDE,../music/collabs/ride.html,youtube,rzeF30Q5ZjY,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Love Renewed,LOVE_RENEWED,../music/collabs/love-renewed.html,youtube,L-rgR0JlnoY,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Take it Away,TAKE_IT_AWAY,../music/collabs/take-it-away.html,youtube,pQ4c_Pkq-Eg,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,NEWLY HUMAN FEELING,NEWLY_HUMAN_FEELING,../music/collabs/newly-human-feeling.html,youtube,4YymJMmY4tQ,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,ON THE WIND,ON_THE_WIND,../music/collabs/on-the-wind.html,youtube,JEoNio-s0DM,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,ELECTRIC WEEKEND ZONE,ELECTRIC_WEEKEND_ZONE,../music/ewz.html,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Static,STATIC,../music/ff2/static.html,youtube,QZkpBObLYzY,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Spoken For,SPOKEN_FOR,../music/ff2/spoken-for.html,youtube,WT40PbrSRnk,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Human,HUMAN,../music/ff2/human.html,youtube,IFlQe7idIVA,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,CONNECT:COMMUNE,CONNECT_COMMUNE,../music/ff2/connect-commune.html,youtube,WuJQuOUJD1M,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Ego Renegade boy,EGO_RENEGADE_BOY,../music/ff2/ego-renegade-boy.html,youtube,qdlD5a9umzg,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,streetcat,STREETCAT,../music/ff2/streetcat.html,youtube,uRKmFMFUfYU,6F4D9D,,,,,,,,,,,,,,,,
,,,,,,,,,Radiant Revival,RADIANT_REVIVAL,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Ride on Time (Jamie Paige Arrange),RIDE_ON_TIME,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Clouttrain,CLOUTTRAIN,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Little Secret,LITTLE_SECRET,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,We Stay,WE_STAY,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Nothing Ever,NOTHING_EVER,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Saturn Missile,SATURN_MISSILE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,"Protégé (JamieP ""Kain Will Die"" Edit)",PROTEGE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,NO EULOGIES,NO_EULOGIES,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,DREAM DIARY,DREAM_DIARY,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,MY UNIVERSAL,MY_UNIVERSAL,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,SLEEPING IN [jamie paige remix],SLEEPING_IN,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,I WISH THAT I COULD FALL [peak divide arrange],I_WISH_THAT_I_COULD_FALL_PEAK_DIVIDE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,TURN BACK,TURN_BACK,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,エビチャーハン! QUAVER VERSION,EBI_QUAVER,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,square up [synthetic],SQUARE_UP_SYNTHETIC,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,BIDBRAIN (UNBEATABLE Ver),BIRDBRAIN_UNBEATABLE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,ROT FOR CLOUT (UNBEATABLE Ver),ROT_FOR_CLOUT_UNBEATABLE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Nothing Ever (UNBEATABLE Ver),NOTHING_EVER_UNBEATABLE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,close talker cover,CLOSE_TALKER,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,ally but before i put a breakbeat on it,ALLY_BREAKBEAT,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,leaf crushed by a boot,LEAF_CRUSHED_BY_A_BOOT,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,this love,THIS_LOVE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,fantasize,FANTASIZE_SOUNDCLOUD,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,to the edge cover,TO_THE_EDGE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,gentle heart no drums,GENTLE_HEART_NO_DRUMS,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,negative affirmations with jamie paige,NEGATIVE_AFFIRMATIONS,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,running in the fucking 90s,RUNNING_IN_THE_FUCKING_90S,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,naomi rmx,NAOMI_RMX,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,that's my dad!,THATS_MY_DAD,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,love....,LOVE_SOUNDCLOUD,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,lil pp,LIL_PP,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,plink plonk,PLINK_PLONK,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,evil loop,EVIL_LOOP,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,ok fine whatever,OK_FINE_WHATEVER,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,sevenfour,SEVENFOUR,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,notyet,NOTYET,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,"tag (damn jamie, this shit sucks)",TAG_DAMN_JAMIE,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,march of the quail-doves / dance of the kestrels,QUAIL_DOVES_KESTRELS,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,Chinese Ruan Moon Guitar,CHINESE_RUAN_MOON_GUITAR,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,the peace's vocal chops except its all in synthv,THE_PEACE_VOCAL_CHOPS_SYNTHV,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,slurmbrain,SLURMBRAIN,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,tetoboy,TETOBOY,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,mushroom farmer,MUSHROOM_FARMER,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,headass,HEADASS,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,dgtkchop,DGTKCHOP,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,somehow i already had a file named look at me im fucking aphex twin,IM_FUCKING_APHEX_TWIN,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,I fucking hate music,I_FUCKING_HATE_MUSIC,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,meltdown but with the drums from :women_wrestling: on it,MELTDOWN_WOMEN_WRESTLING_DRUMS,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,liege lord,LIEGE LORD,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,good luck pudgy puk!,GOOD_LUCK_PUDGY_PUK,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,youtube,,FFFFFF,,,,,,,,,,,,,,,,
